X,Y,OBJECTID,StationName,WXID,ObservedDate,NESSID,NWSID,Elevation,SiteDescription,Latitude,Longitude,State,County,Agency,Region,Unit,SubUnit,Status,RainAccumulation,WindSpeedMPH,WindDirDegrees,AirTempStandPlace,FuelTemp,RelativeHumidity,BatteryVoltage,FuelMoisture,WindDirPeak,WindSpeedPeak,SolarRadiation,StationID
-115.78611,42.06944,326,POLE CREEK,16817200,2022/05/02 22:42:00+00,3251B02C,103210,5660,"HIGH DESERT PLATEAU.  MODERATE SAGE GROWTH, 1-2 FT.POLE CREEK CANYON 1/2 mi. TO WEST & S. WEST.",42.06944,-115.78611,ID,Owyhee,BLM,IDAHO,BOISE,WASHINGTON D.C.,A,5.82 inches,20 mph,279 degrees ,36 deg. F,NO DATA,91 % ,14.4 volts,NO DATA,271 degrees,31 mph,230 w/m2,16817200
-107.72944,37.49611,327,BIG BEAR PARK,17351716,2022/08/23 20:55:00+00,3276A080,055807,10341,STATION SITS ABOVE FR 682 IN BIG BEAR PARK,37.49611,-107.72944,CO,La Plata,USFS,02,SAN JUAN NF,COLUMBINE RD,A,13.63 inches,8 mph,135 degrees ,56 deg. F,NO DATA,74 % ,13.6 volts,NO DATA,204 degrees,18 mph,280 w/m2,17351716
-122.97722,39.4250000000001,328,SODA CREEK,16959787,2022/05/17 13:21:59+00,325F07CA,041406,1725,station sits in a narrow valley that runs north/southalong side Soda Creek approx. 1 mile from the Eel River &,39.425,-122.97722,CA,Lake,USFS,05,MENDOCINO NF,UPPER LAKE,A,9.06 inches,0 mph,158 degrees ,37 deg. F,36 deg. F ,97 % ,12.6 volts,18.2 (unk),17 degrees,2 mph,3 w/m2,16959787
-117.39514,42.6261400000001,329,GRASSY MOUNTAIN,16861237,2022/05/05 01:24:00+00,3250D730,353612,4560,STATION IS LOCATED APPROX. MIDSLOPE BETWEEN VALLEY AND KNOLLABOUT 1 MILE TO THE NORTHEAST.  KNOLL IS HIGHEST POINT FORABOUT 10 MILES.  EARTHEN CATTLE TANK 1/4 MILE SSW OF SITE.,42.62614,-117.39514,OR,Malheur,BLM,OREGON,VALE,WASHINGTON D.C.,A,25.41 inches,5 mph,123 degrees ,69 deg. F,NO DATA,32 % ,14 volts,NO DATA,105 degrees,10 mph,371 w/m2,16861237
-104.93564,36.3487900000001,330,IRAWS 7 (DP90),,2022/05/03 19:46:00+00,,,,,,,,,,,,,,0 inches,15 mph,NO DATA,73 deg. F,NO DATA,17 %,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,18039187
-120.09372,40.05886,331,DOYLE,16840763,2023/01/10 19:11:00+00,325694F4,040724,4320,"STATION SITS 1 MILE EAST OF THE TOWN OF DOYLE IN OPEN SAGE
BRUSH

YOU CAN SEE IT ON THE EAST SIDE OF THE ROAD.",40.05886,-120.09372,CA,Lassen,BLM,R10 CA Great Basin,SUSANVILLE,,A,6.91 inches,18 mph,196 degrees ,42 deg. F,NO DATA,70 % ,12.1 volts,NO DATA,168 degrees,26 mph,370 w/m2,16840763
-82.2122199999999,33.3468800000001,332,FORT GORDON,17454350,2022/04/28 19:02:00+00,FE100312,093801,477,,33.34688,-82.21222,GA,Richmond,DOD,NOT APPLICABLE,,,A,13.32 inches,4 mph,NO DATA,81 deg. F,NO DATA,22 %,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,17454350
-110.48056,40.9527800000001,333,HEWINTA,16949545,2022/06/30 08:11:00+00,32413F74,420705,9186,"403a tower, 20 ft ws elevation, tipping bucket, no voice.Fire WX Forecast Zone: 427",40.95278,-110.48056,UT,Summit,USFS,04,WASATCH NF,MOUNTAN VIEW,A,.54 inches,4 mph,187 degrees ,50 deg. F,NO DATA,77 % ,12.8 volts,NO DATA,181 degrees,15 mph,0 w/m2,16949545
-123.68508,42.10375,334,ILLINOIS VALLEY AIRPORT,16989487,2022/03/15 12:52:00+00,324564E0,353115,1389,FIRE WX FORECAST ZONE: 620SITE SITS 200 YDS WEST OF N-S RUNWAY. OLD BUNKER 50' TO THES-SE OF STATION.,42.10375,-123.68508,OR,Josephine,BLM,OREGON,MEDFORD,OR & CA RR PROP,1,5.46 inches,2 mph,127 degrees ,47 deg. F,NO DATA,99 % ,13.1 volts,NO DATA,145 degrees,5 mph,0 w/m2,16989487
-123.39831,41.7055,335,IRAWS 40,,2022/03/02 12:33:00+00,,,,,,,,,,,,,,0 inches,0 mph,NO DATA,40 deg. F,NO DATA,80 %,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,17995123
-85.27071,46.1532100000001,336,REXTON,17280808,2022/05/08 04:31:00+00,0800A33A,201401,862,,46.15321,-85.27071,MI,Mackinac,S&PF,MICHIGAN,DEPT OF NATURAL RES.,UPPER PENINSULA,A,1.88 inches,2 mph,179 degrees ,41 deg. F,NO DATA,41 % ,12.8 volts,NO DATA,178 degrees,6 mph,0 w/m2,17280808
-120.88442,39.1838300000001,337,SECRET TOWN,17102893,2022/03/21 03:29:00+00,CA21815A,041808,2757,Ponderosa Pine and Manzanita BrushSite is adjacent to a water reservoir forebay.This is an F6,39.18383,-120.88442,CA,Nevada,S&PF,CALIFORNIA,CDF,NEV-YUBA-PLACER UNIT,1,34.46 inches,0 mph,26 degrees ,50 deg. F,47 deg. F ,48 % ,13.3 volts,7.7 (unk),34 degrees,4 mph,0 w/m2,17102893
-97.8204499999999,29.9982400000001,338,KYLE-EAST,19129353,2022/11/04 15:01:00+00,32D03DA8,,650,,29.99824,-97.82045,TX,Hays,S&PF,TEXAS,,HAYS COUNTY,A,17.74 inches,9 mph,NO DATA,75 deg. F,NO DATA,96 %,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,19129353
-123.46944,44.9250000000001,339,ROCKHOUSE 1,17176860,2022/06/24 02:13:00+00,600113E2,351710,1797,,44.925,-123.46944,OR,Polk,S&PF,OREGON,DEPT OF FORESTRY,,A,56.71 inches,4 mph,52 degrees ,65 deg. F,66 deg. F ,52 % ,13 volts,8 (unk),92 degrees,10 mph,300 w/m2,17176860
-77.1,42.1000000000001,340,GANG MILLS,17391137,2022/03/15 13:08:00+00,625030F2,301011,1100,,42.1,-77.1,NY,Steuben,S&PF,NEW YORK,"DEC,FOREST PROT&FIRE",Southern Tier FDRA,1,4.84 inches,0 mph,156 degrees ,31 deg. F,34 deg. F ,100 % ,13.7 volts,16.4 (unk),0 degrees,0 mph,81 w/m2,17391137
-116.75769,40.5663300000001,341,BEACON LIGHT,16837944,2022/03/15 12:39:00+00,3250874C,260505,4789,STATION SITS ON SLIGHT SLOPE OVERLOOKING BATTLE MTN.BATTLE MTN IS NW OF STA. @ 9 MILES.POWER LINES NORTH OF STA. @ 150 YDS. RUNNING E TO WMT. LEWIS SW OF STA. @ 20 MILES.,40.56633,-116.75769,NV,Lander,BLM,NEVADA,BATTLE MOUNTAIN,WASHINGTON D.C.,1,.58 inches,2 mph,142 degrees ,42 deg. F,NO DATA,57 % ,13 volts,NO DATA,345 degrees,7 mph,0 w/m2,16837944
-109.24278,40.61722,342,DIAMOND RIM,16871473,2022/12/15 17:27:00+00,3255637E,421408,7730,"TERRAIN IS ROLLING FOOT HILLS IN ALL DIRECTIONS EXCEPT SOUTH
STATION IS 50' WEST OF FENCE LINE IN THE MIDDLE OF RESOURCE
AREA. COVER IS PERENIAL BUNCH GRASS WITH SMALL SAGEBRUSH AND
BITTERBRUSH.",40.61722,-109.24278,UT,Uintah,BLM,R7 Upper CO Basin,VERNAL,WASHINGTON D.C.,A,1.91 inches,8 mph,253 degrees ,17 deg. F,NO DATA,83 % ,14.3 volts,NO DATA,258 degrees,10 mph,139 w/m2,16871473
-121.24168,36.0117500000001,343,FORT HUNTER LIGGETT,17252908,2022/11/20 23:25:00+00,327E91BC,044317,1116,"Located on Fort Hunter Ligget behind the FHL Fire Station,
on a large grassy slope",36.01175,-121.24168,CA,Monterey,USFS,05,LOS PADRES NF,MONTEREY RD,A,1.38 inches,2 mph,219 degrees ,70 deg. F,71 deg. F ,12 % ,13.5 volts,7.5 (unk),151 degrees,6 mph,314 w/m2,17252908
-116.10806,55.39583,344,3 MILE (TEST AGAIN),17192238,2022/01/18 15:13:00+00,326F772A,102004,8889,"south facing slope,knob 100 feet in diameter mid slope",55.39583,-116.10806,ID,Clark,USFS,04,CARIBOU/TARGHEE NF,DUBOIS RD,1,.43 inches,1 mph,46 degrees ,18 deg. F,25 deg. F ,87 % ,NO DATA,13.1 (unk),26.3 degrees,41 mph,5 w/m2,17192238
-118.43374,35.7772000000001,345,RIVERKERN,17115191,2022/09/08 23:57:00+00,326C7024,045016,3044,LOCATED ON A RIDGETOP ABOVE KERN 3 POWERHOUSE NEXT TOPENSTOCKS. TAKE HWY MT. 99 NORTH FROM INTERSECTION OFKERNVILLE RD 1.8 MILES. RIGHT TURN & UP A VERY STEEP 4X4ROAD THROUGH A FS LOCKED GATE. STATION VISIBLE FROM GATE.,35.7772,-118.43374,CA,Kern,USFS,05,SEQUOIA NF,KERN RIVER RD,A,6.52 inches,11 mph,299 degrees ,94 deg. F,100 deg. F ,26 % ,13 volts,7.4 (unk),328 degrees,17 mph,549 w/m2,17115191
-116.20861,43.56528,346,SMOKE 17,,2022/03/08 17:06:59+00,,,,,,,,,,,,,,0 inches,0 mph,NO DATA,0 deg. F,NO DATA,29 %,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,17777447
-115.687,43.9600800000001,347,NRAWS 18 (PILOT PEAK),18959888,2022/07/28 16:07:00+00,15C12E0E,,8142,,43.96008,-115.687,ID,,NWS,,,,A,3.88 inches,2 mph,NO DATA,70 deg. F,NO DATA,30 %,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,18959888
-107.5285,47.5621400000001,348,SOUTH SAWMILL CREEK,16831021,2022/06/20 23:09:00+00,325AF08E,242403,3290,"STATION SITS IN GRASSY CLEARING WITH THE MISSOURI BREAKS
DROPPING OFF 10 YDS. WEST OF THE RAWS. ALONG THIS DROPOFF
ARE SMALL PINION PINES.  200 YDS TO THE EAST IS FARMLAND.",47.56214,-107.5285,MT,Garfield,BLM,R5 Missouri Basin,MILES CITY,WASHINGTON D.C.,A,6.19 inches,7 mph,262 degrees ,69 deg. F,NO DATA,53 % ,13.5 volts,NO DATA,272 degrees,16 mph,460 w/m2,16831021
-120.80298,35.8644,349,BRADLEY,17375264,2022/03/15 13:12:59+00,CA25A28C,044303,537,East side of town of Bradley behind Fire Station.,35.8644,-120.80298,CA,Monterey,S&PF,CALIFORNIA,CDF,SANBEN/MONTEREY UNIT,1,5.28 inches,0 mph,120 degrees ,41 deg. F,41 deg. F ,77 % ,12.9 volts,7.1 (unk),107 degrees,3 mph,0 w/m2,17375264
-114.02639,44.8488300000001,350,EZRA CREEK,16822828,2022/08/01 15:26:00+00,325103A2,101314,6405,"STATION SETTING ON A KNOLL WITH A 360 DEG.EXPOSURE AND THE
PREDOMINATE WINDS ARE FROM THE SOUTH WEST. ROCK LEDGE 1/4
MILE TO THE SE AND RISING 100FT. TO THE SOUTH IS THE
SALMON RIVER VALLY. TO THE EAST AND NE IS A LARGE VALLY
AND HIGH MOUNTONS TO THE WEST ABOUT TWO MILES AWAY.",44.84883,-114.02639,ID,Lemhi,USFS,04,SALMON/CHALLIS NF,,A,5.28 inches,4 mph,189 degrees ,73 deg. F,NO DATA,29 % ,13.3 volts,NO DATA,188 degrees,7 mph,375 w/m2,16822828
-109.31731,33.55253,351,STRAY HORSE,17272362,2022/09/21 00:19:00+00,327FF6A0,021106,7945,"The station is located approx. 30 miles south of Alpine, AZon a knob south of the Rattlesnake Highway Camp yard.",33.55253,-109.31731,AZ,Greenlee,USFS,03,APACHE SITGREAVES NF,CLIFTON RANGER DIST,A,21.33 inches,1 mph,68 degrees ,59 deg. F,NO DATA,92 % ,13.8 volts,NO DATA,97 degrees,7 mph,77 w/m2,17272362
-90.3805599999999,31.9497200000001,352,COPIAH,17365792,2023/05/05 10:10:00+00,3910363A,225502,150,,31.94972,-90.38056,MS,Copiah,S&PF,MISSISSIPPI,FORESTRY COMMISSION,Fire Services,A,23.8 inches,4 mph,18 degrees ,64 deg. F,NO DATA,67 % ,NO DATA,NO DATA,20 degrees,8 mph,0 w/m2,17365792
-80.90414,25.97806,353,RACCOON POINT RAWS,16908086,2022/03/15 13:23:00+00,FA50C358,086404,7,,25.97806,-80.90414,FL,,NPS,SOUTHEAST,BIG CYPRESS NP,,1,4.83 inches,6 mph,63 degrees ,73 deg. F,NO DATA,88 % ,13.7 volts,NO DATA,52 degrees,11 mph,182 w/m2,16908086
-116.20861,43.56528,354,GUNNISON FO PORTABLE,17398121,2022/02/22 14:40:00+00,326467F4,,2865,,43.56528,-116.20861,CO,Montrose,BLM,COLORADO,MONTROSE,,2,0 inches,1 mph,44 degrees ,27 deg. F,28 deg. F ,61 % ,12.6 volts,7.9 (unk),149 degrees,11 mph,NO DATA,17398121
-116.19342,38.30292,355,PANCAKE,16839231,2022/11/03 01:27:00+00,325C86D0,261404,5165,"STATION SITS IN HOT CREEK VALLEY WITH THE PANCAKE MTN. RANGE
APP. 4 MILES TO THE EAST. THE VALLEY AND MTNS. RUN NORTH TO
SOUTH.  THERE ARE OTHER MTN. RANGES IN ALL OTHER DIRECTIONS
FROM 10 TO 20 MILES AWAY.  VEGATATION IS MIXED DESERT SCRUB
CONSISTING OF RABBIT BRUSH/HALLOGETIN/SCHADSCALE.",38.30292,-116.19342,NV,Nye,BLM,R10 CA Great Basin,BATTLE MOUNTAIN,WASHINGTON D.C.,A,5.22 inches,13 mph,31 degrees ,37 deg. F,NO DATA,73 % ,13.8 volts,NO DATA,32 degrees,17 mph,5 w/m2,16839231
-133.66,56.97389,356,KAKE,17005616,2023/05/05 09:56:00+00,324913EC,501026,400,Flat Muskeg,56.97389,-133.66,AK,Wrangell-Petersburg,USFS,10,TONGASS NF,PETERSBURG R.D.,A,23.64 inches,7 mph,292 degrees ,43 deg. F,NO DATA,62 % ,13 volts,NO DATA,295 degrees,16 mph,0 w/m2,17005616
-120.18809,35.3807200000001,357,LA PANZA,17098026,2022/03/15 12:55:00+00,CA2397D8,044914,1633,Station located at the La Panza CDF fire station.5398 Pozo Road East of Santa Margarita,35.38072,-120.18809,CA,San Luis Obispo,S&PF,CALIFORNIA,CDF,SAN LUIS OBISPO UNIT,1,5.76 inches,0 mph,227 degrees ,32 deg. F,29 deg. F ,80 % ,12.9 volts,6.9 (unk),263 degrees,3 mph,0 w/m2,17098026
-113.73194,36.58194,358,TWEEDS POINT,16788526,2022/03/15 12:33:59+00,32595778,020109,5200,POINT ON EDGE OF GRAND WASH CLIFFS.  VEGETATION MOSTLYGRASSES AND JUNIPERS.,36.58194,-113.73194,AZ,Mohave,BLM,ARIZONA,ARIZONA STRIP,WASHINGTON D.C.,1,.16 inches,4 mph,162 degrees ,50 deg. F,NO DATA,22 % ,12.9 volts,NO DATA,157 degrees,4 mph,0 w/m2,16788526
-116.20861,43.55972,359,CDA-BLM 2 QD,17545825,2022/03/15 14:02:00+00,32756290,,2865,,43.55972,-116.20861,ID,,BLM,IDAHO,COEUR D'ALENE,,2,0 inches,0 mph,203 degrees ,51 deg. F,66 deg. F ,61 % ,12.9 volts,4.8 (unk),235 degrees,15 mph,0 w/m2,17545825
-119.89939,47.61992,360,DOUGLAS,16872501,2022/03/15 12:49:00+00,32649770,452601,2530,"SHALLOW ROLLING HILLS, WHEAT & PERENNIAL GRASSES. CASCADEMTS & COLUMBIA RIVER TO WEST 15-20 MILES. HWY 2 IS 1/2 MILESTO THE SOUTH.",47.61992,-119.89939,WA,Douglas,BLM,WASHINGTON,SPOKANE,WASHINGTON D.C.,1,.75 inches,5 mph,161 degrees ,36 deg. F,NO DATA,100 % ,12.7 volts,NO DATA,124 degrees,11 mph,0 w/m2,16872501
-109.24278,40.61722,361,DIAMOND RIM,16871471,2022/04/25 16:27:00+00,3255637E,421408,7730,TERRAIN IS ROLLING FOOT HILLS IN ALL DIRECTIONS EXCEPT SOUTHSTATION IS 50' WEST OF FENCE LINE IN THE MIDDLE OF RESOURCEAREA. COVER IS PERENIAL BUNCH GRASS WITH SMALL SAGEBRUSH ANDBITTERBRUSH.,40.61722,-109.24278,UT,Uintah,BLM,UTAH,VERNAL,WASHINGTON D.C.,A,4.83 inches,5 mph,249 degrees ,41 deg. F,NO DATA,50 % ,14.2 volts,NO DATA,257 degrees,11 mph,510 w/m2,16871471
-123.61222,41.97639,362,CRAZY PEAK,16991534,2022/03/15 12:39:00+00,3267B692,040106,3970,"FIRE WX FORECAST ZONE: 621Is set up as a Lunar Lander Tower,10/04/05",41.97639,-123.61222,CA,Del Norte,USFS,06,ROGUE RIVER/SISKIYOU,ILLINOIS VALLEY R.D.,1,7 inches,5 mph,283 degrees ,40 deg. F,40 deg. F ,97 % ,12.6 volts,25.6 (unk),214 degrees,27 mph,0 w/m2,16991534
-119.47572,36.8837,363,FANCHER CREEK,17093421,2022/03/21 03:01:00+00,CA22503C,044516,916,Site is in transition zone between grassland/agricultureand foothill woodland,36.8837,-119.47572,CA,Fresno,S&PF,CALIFORNIA,CDF,FRESNO-KINGS UNIT,1,8.62 inches,6 mph,76 degrees ,53 deg. F,51 deg. F ,73 % ,13.5 volts,12.1 (unk),75 degrees,11 mph,2 w/m2,17093421
-114.11207,47.0459300000001,364,FINNEY'S MEADOW,17191734,2022/03/15 13:28:00+00,326F51C6,241595,4441,Finney's Meadow #1.,47.04593,-114.11207,MT,Missoula,USFS,01,Missoula Fire Lab,FIRE BEHAVIOR,1,3.62 inches,5 mph,206 degrees ,39 deg. F,37 deg. F ,87 % ,12.9 volts,23.6 (unk),177 degrees,9 mph,0 w/m2,17191734
-107.7203,32.98287,365,IRAWS 17 (NORTH PERCHA),,2022/06/26 14:45:59+00,,,,,,,,,,,,,,4.99 inches,0 mph,NO DATA,60 deg. F,NO DATA,94 %,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,17971861
-122.1097,41.8019,366,JUANITA LAKE,16954669,2022/03/15 13:18:00+00,3238715C,040240,5173,MID SLOPE,41.8019,-122.1097,CA,Siskiyou,USFS,05,KLAMATH NF,GOOSENEST,1,10.62 inches,2 mph,354 degrees ,39 deg. F,37 deg. F ,89 % ,12.6 volts,NO DATA,229 degrees,9 mph,0 w/m2,16954669
-118.40389,45.11389,367,J RIDGE,16999983,2022/07/21 22:28:00+00,3262673A,351413,5180,"STATION SITS ON POINT OF RIDGE OVERLOOKING VALLEY TO SOUTH.MIXED CONIFERS; PREDOMINANTLY P-PINE.",45.11389,-118.40389,OR,Union,USFS,06,WALLOWA-WHITMAN NF,,A,13.15 inches,3 mph,284 degrees ,89 deg. F,NO DATA,15 % ,13.1 volts,NO DATA,199 degrees,8 mph,924 w/m2,16999983
-82.34333,30.5419400000001,368,EDDY TOWER,17047587,2022/03/15 12:57:00+00,32876570,081302,131,,30.54194,-82.34333,FL,Baker,USFS,08,NF'S IN FLORIDA,OLUSTEE,1,8.94 inches,0 mph,57 degrees ,57 deg. F,58 deg. F ,98 % ,13 volts,25.1 (unk),59 degrees,1 mph,35 w/m2,17047587
-120.31051,38.7846000000001,369,SUGARLOAF (ENF),17530135,2022/08/31 20:24:00+00,327490EE,042614,5653,Within Freds fire burn on a open landing.  Grass and shrub predominate with sparse large mixed conifer and ponderosa pine.  Station located midslope.,38.7846,-120.31051,CA,El Dorado,USFS,05,ELDORADO NF,Placerville R.D.,A,.33 inches,5 mph,252 degrees ,88 deg. F,104 deg. F ,16 % ,13.2 volts,4.1 (unk),266 degrees,15 mph,987 w/m2,17530135
-118.8685,46.35781,370,JUNIPER DUNES,16873014,2022/12/15 16:49:00+00,3264A2EA,453201,979,"STATION SITS ON ANCHORED DUNES MOSTLY COVERED WITH SAGEBRUSH
AND GRASSLAND. STATION IS ON A SMALL DUNE WITH A STEEP
SLIPFACE ON THE SOUTH SIDE. THERE IS ONE LONE JUNIPER
APPX 100 YDS TO THE NORTH. THE DUNE RIDGE RUNS E-W.",46.35781,-118.8685,WA,Franklin,BLM,R9 Columbia Pac NW,SPOKANE,WASHINGTON D.C.,A,8.45 inches,4 mph,309 degrees ,24 deg. F,NO DATA,100 % ,12.9 volts,NO DATA,321 degrees,6 mph,18 w/m2,16873014
-109.61139,44.8502800000001,371,CRANDALL,16929842,2022/05/16 12:12:00+00,32353130,480213,6640,"STATION LOCATED ON A GRANITIC KNOB APPROX 1/4 MILE SOUTH OFAND 240 FT ABOVE THE CLARKS FORK YELLOWSTONE RIVER.SURROUNDING TOPOGRAPHY IS FLAT TO ROLLING HILLS, CLOSESTABRUPT CHANGE IS APPROX 1 MILE SOUTH OF STATION",44.85028,-109.61139,WY,Park,USFS,02,SHOSHONE NF,CLARKS FORK RD,A,3.5 inches,5 mph,281 degrees ,45 deg. F,NO DATA,73 % ,12.9 volts,NO DATA,295 degrees,18 mph,1 w/m2,16929842
-119.77672,41.0805,372,JUNIPER SPRINGS,16803376,2022/03/15 13:25:00+00,325736F6,260112,5536,SITE SITS ON WIDE FINGER RIDGE..HIGH PLATEAU'S AND ROLLINGHILLS SURROUND SITE INALL DIRECTIONS..HIGH RIDGE 800 YDSNOTH OF STA..SPRING DIRECTLY NORTH OF STA AT 400 YDS..TALL SAGE WITH SPARSE GRASS,41.0805,-119.77672,NV,Washoe,BLM,CALIFORNIA,SUSANVILLE,WASHINGTON D.C.,1,3.96 inches,8 mph,254 degrees ,37 deg. F,NO DATA,88 % ,12.7 volts,NO DATA,277 degrees,17 mph,0 w/m2,16803376
-122.70631,38.91189,373,KONOCTI,17095723,2022/06/24 01:57:00+00,CA2BE5EE,041411,2163,this site is located on top of a knoll just south of mtkonocti. the site has a lot volcanic rock and some grassand shrubs.,38.91189,-122.70631,CA,Lake,S&PF,CALIFORNIA,CDF,LAKE-NAPA-SONOMA UNI,A,18.01 inches,10 mph,258 degrees ,88 deg. F,93 deg. F ,16 % ,13.5 volts,3.9 (unk),250 degrees,17 mph,365 w/m2,17095723
-77.11099,35.09686,374,NEW BERN,17084448,2023/05/05 10:18:00+00,407020F4,319004,20,,35.09686,-77.11099,NC,,S&PF,NORTH CAROLINA,DIV. OF FOREST RES.,D-4 NEW BERN,A,48.31 inches,0 mph,55 degrees ,46 deg. F,44 deg. F ,99 % ,12.8 volts,18.6 (unk),169 degrees,0 mph,0 w/m2,17084448
-155.79361,19.9241700000001,375,WAIKOLOA,17559060,2022/03/21 02:35:59+00,4870C0C4,496032,977,Arid grass land in a very windy area.,19.92417,-155.79361,HI,Hawaii,S&PF,HAWAII,DEPT OF LAND AND NR,DOFAWHI,1,6.76 inches,5 mph,336 degrees ,76 deg. F,81 deg. F ,74 % ,13.5 volts,8.5 (unk),278 degrees,14 mph,365 w/m2,17559060
-111.45569,34.37172,376,PINE,18273807,2022/09/21 00:22:00+00,325B7460,020612,5387,,34.37172,-111.45569,AZ,Gila,USFS,03,TONTO NF,,A,10.87 inches,4 mph,NO DATA,74 deg. F,NO DATA,61 %,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,18273807
-101.37736,47.3259400000001,377,KNIFE RIVER,17524255,2022/06/01 03:51:00+00,327571E6,322701,1700,,47.32594,-101.37736,ND,Mercer,NPS,MIDWEST,KNIFE R. INDIAN VILL,,A,4.29 inches,5 mph,242 degrees ,49 deg. F,45 deg. F ,47 % ,13.5 volts,7.3 (unk),308 degrees,12 mph,0 w/m2,17524255
-119.82056,37.7594700000001,378,CRANE,16902206,2022/05/12 08:00:00+00,FA60C528,044102,6634,"SITE IS LOCATED JUST SOUTH OF THE CRANE FLAT LOOKOUT & HELI-PAD.  THERE ARE SHALLOW TO STEEP SLOPES IN MOST DIRECTIONS.VEGETATION INCLUDES PINE AND OAK TREES, SAGEBRUSH, CHAPARRALAND OTHER GRASSES.  THE SIERRA NEVADA RANGE IS TO THE EASTAT APPROX. 15-20 MILES.",37.75947,-119.82056,CA,Mariposa,NPS,PACIFIC WEST,YOSEMITE NP,,A,13.82 inches,4 mph,103 degrees ,34 deg. F,30 deg. F ,58 % ,12.8 volts,10.7 (unk),42 degrees,8 mph,0 w/m2,16902206
-76.77685,42.52795,379,BOLTER CREEK,18637332,2022/08/23 13:12:00+00,32B0E720,300971,1608,Middle of pasture,42.52795,-76.77685,NY,Schuyler,USFS,09,GRN MTN & FINGER LKS,03,A,12.25 inches,5 mph,NO DATA,66 deg. F,NO DATA,94 %,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,18637332
-123.77194,45.21167,380,CEDAR,16992315,2022/10/28 18:11:00+00,3260D140,350215,2220,"THE STATION IS ON A SPUR ROAD IN A 10 YEAR OLD DOUG-FIR
PLANTATION ON THE SOUTH SIDE OF MT. HEBO AT THE HEADWATERS
OF CEDAR CREEK.",45.21167,-123.77194,OR,Tillamook,USFS,06,SIUSLAW NF,HEBO RD,A,4.3 inches,0 mph,167 degrees ,48 deg. F,NO DATA,100 % ,13.2 volts,NO DATA,153 degrees,4 mph,52 w/m2,16992315
-84.2361099999999,31.21417,381,CAMILLA,17357594,2022/04/04 17:05:00+00,31010506,098201,160,,31.21417,-84.23611,GA,,S&PF,GEORGIA,GEORGIA FORESTRY COM,,1,11.95 inches,6 mph,192 degrees ,78 deg. F,93 deg. F ,28 % ,13.3 volts,8.7 (unk),209 degrees,11 mph,897 w/m2,17357594
-103.68205,38.0556,382,ROCKY FORD,19381768,2022/07/07 14:06:59+00,32A27028,,4135,,38.0556,-103.68205,CO,Otero,S&PF,COLORADO,,CO DIVISION OF FIRE,A,8.96 inches,3 mph,NO DATA,70 deg. F,NO DATA,82 %,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,19381768
-160.18778,60.32194,383,KILBUCK,16897572,2022/05/26 21:57:00+00,12610408,500735,1928,Station is a FTS F6 platform mounted on aHandar 403 tripod with 20' mast.,60.32194,-160.18778,AK,Bethel,FWS,REGION 7,ALASKA FIRE SERVICE,,A,.15 inches,11 mph,43 degrees ,56 deg. F,NO DATA,54 % ,13.7 volts,NO DATA,11 degrees,19 mph,543 w/m2,16897572
-97.3709699999999,29.9505,384,JOHN CRAFT,19175177,2022/03/15 12:40:00+00,32D0CD2C,,498,,29.9505,-97.37097,TX,Bastrop,S&PF,TEXAS,,BASTROP,1,5.59 inches,4 mph,NO DATA,51 deg. F,NO DATA,60 %,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,19175177
-116.76611,41.68694,385,ANTELOPE LAKE,16842282,2022/05/31 01:43:00+00,32539334,260310,5460,"SITE SITE ON N-S RIDGE ABOVE BRAD SHALLOW VALLEY TO WEST
DRY LAKE BED 1 MILE TO WEST
RANGE HABITAT STUDY AREA & TANK BELOW SITE 300 YDS TO NW",41.68694,-116.76611,NV,Elko,BLM,R10 CA Great Basin,ELKO,WASHINGTON D.C.,A,5.14 inches,8 mph,33 degrees ,45 deg. F,NO DATA,62 % ,14.1 volts,NO DATA,28 degrees,17 mph,162 w/m2,16842282
-82.38778,31.7136100000001,386,BAXLEY,17327648,2022/05/11 20:03:59+00,3100D194,097701,195,,31.71361,-82.38778,GA,Appling,S&PF,GEORGIA,GEORGIA FORESTRY COM,,A,7.73 inches,14 mph,18 degrees ,83 deg. F,93 deg. F ,29 % ,13.2 volts,7 (unk),32 degrees,23 mph,840 w/m2,17327648
